"Simbolo","Probabilidad","Informacion"
"169.254.135.228","0.039473684210526314","12.28771237954945"
"192.168.0.105","0.02631578947368421","12.872674880270607"
"192.168.0.107","0.07894736842105263","11.287712379549449"
"192.168.0.1","0.40789473684210525","8.918478569883732"
"192.168.0.113","0.05263157894736842","11.872674880270607"
"192.168.0.102","0.2236842105263158","9.785212039020267"
"192.168.0.109","0.09210526315789473","11.065319958213001"
"0.0.0.0","0.07894736842105263","11.287712379549449"
"Entropia de la fuente","2.903937240348501"
"Entropia Maxima","3.0"
