"Simbolo","Probabilidad","Informacion"
"192.168.0.68","0.003495630461922597","8.160231605238469"
"192.168.0.74","0.002372034956304619","8.719659013852487"
"192.168.0.1","0.003620474406991261","8.109605532168501"
"192.168.0.70","0.0004993757802746567","10.967586527296074"
"192.168.0.71","0.008988764044943821","6.79766152585376"
"Entropia de la fuente","1.8585838487873405"
"Entropia Maxima","2.321928094887362"
